@RELATION rvs

@ATTRIBUTE price REAL
@ATTRIBUTE call { n, y }
@ATTRIBUTE new { n, y }
@ATTRIBUTE trailer { n, y }
@ATTRIBUTE rv { n, y }
@ATTRIBUTE travel { n, y }
@ATTRIBUTE wheel { n, y }
@ATTRIBUTE will { n, y }
@ATTRIBUTE 2013 { n, y }
@ATTRIBUTE 2 { n, y }
@ATTRIBUTE great { n, y }
@ATTRIBUTE bed { n, y }
@ATTRIBUTE rear { n, y }
@ATTRIBUTE tx { n, y }
@ATTRIBUTE fifth { n, y }
@ATTRIBUTE wheels { n, y }
@ATTRIBUTE front { n, y }
@ATTRIBUTE one { n, y }
@ATTRIBUTE tires { n, y }
@ATTRIBUTE condition { n, y }
@ATTRIBUTE 5th { n, y }
@ATTRIBUTE ft { n, y }
@ATTRIBUTE can { n, y }
@ATTRIBUTE dallas { n, y }
@ATTRIBUTE slide { n, y }
@ATTRIBUTE miles { n, y }
@ATTRIBUTE water { n, y }
@ATTRIBUTE power { n, y }
@ATTRIBUTE just { n, y }
@ATTRIBUTE good { n, y }
@ATTRIBUTE 4 { n, y }
@ATTRIBUTE ac { n, y }
@ATTRIBUTE full { n, y }
@ATTRIBUTE shower { n, y }
@ATTRIBUTE bedroom { n, y }
@ATTRIBUTE trailers { n, y }
@ATTRIBUTE class { n, y }
@ATTRIBUTE camper { n, y }
@ATTRIBUTE storage { n, y }
@ATTRIBUTE cart { n, y }
@ATTRIBUTE clean { n, y }
@ATTRIBUTE used { n, y }
@ATTRIBUTE sell { n, y }
@ATTRIBUTE awning { n, y }
@ATTRIBUTE generator { n, y }
@ATTRIBUTE tv { n, y }
@ATTRIBUTE price { n, y }
@ATTRIBUTE nice { n, y }
@ATTRIBUTE 2008 { n, y }
@ATTRIBUTE super { n, y }
@ATTRIBUTE much { n, y }
@ATTRIBUTE air { n, y }
@ATTRIBUTE golf { n, y }
@ATTRIBUTE kitchen { n, y }
@ATTRIBUTE like { n, y }
@ATTRIBUTE please { n, y }
@ATTRIBUTE 6 { n, y }
@ATTRIBUTE electric { n, y }
@ATTRIBUTE sale { n, y }
@ATTRIBUTE car { n, y }
@ATTRIBUTE two { n, y }
@ATTRIBUTE queen { n, y }
@ATTRIBUTE sleeps { n, y }
@ATTRIBUTE 3 { n, y }
@ATTRIBUTE worth { n, y }
@ATTRIBUTE living { n, y }
@ATTRIBUTE roof { n, y }
@ATTRIBUTE text { n, y }
@ATTRIBUTE heater { n, y }
@ATTRIBUTE ready { n, y }
@ATTRIBUTE available { n, y }
@ATTRIBUTE pull { n, y }
@ATTRIBUTE area { n, y }
@ATTRIBUTE room { n, y }
@ATTRIBUTE make { n, y }
@ATTRIBUTE bumper { n, y }
@ATTRIBUTE ezgo { n, y }
@ATTRIBUTE park { n, y }
@ATTRIBUTE hitch { n, y }
@ATTRIBUTE texas { n, y }
@ATTRIBUTE thanks { n, y }
@ATTRIBUTE side { n, y }
@ATTRIBUTE self { n, y }
@ATTRIBUTE diesel { n, y }
@ATTRIBUTE go { n, y }
@ATTRIBUTE gas { n, y }
@ATTRIBUTE 2006 { n, y }
@ATTRIBUTE coach { n, y }
@ATTRIBUTE rig { n, y }
@ATTRIBUTE 2012 { n, y }
@ATTRIBUTE microwave { n, y }
@ATTRIBUTE trade { n, y }
@ATTRIBUTE contained { n, y }
@ATTRIBUTE size { n, y }
@ATTRIBUTE toy hauler { n, y }
@ATTRIBUTE fully { n, y }
@ATTRIBUTE 2007 { n, y }
@ATTRIBUTE 1 { n, y }
@ATTRIBUTE long { n, y }
@ATTRIBUTE system { n, y }
@ATTRIBUTE get { n, y }
@ATTRIBUTE brand { n, y }
@ATTRIBUTE home { n, y }
@ATTRIBUTE works { n, y }
@ATTRIBUTE batteries { n, y }
@ATTRIBUTE unit { n, y }
@ATTRIBUTE door { n, y }
@ATTRIBUTE w { n, y }
@ATTRIBUTE today { n, y }
@ATTRIBUTE back { n, y }
@ATTRIBUTE motorhome { n, y }
@ATTRIBUTE need { n, y }
@ATTRIBUTE fiberglass { n, y }
@ATTRIBUTE large { n, y }
@ATTRIBUTE also { n, y }
@ATTRIBUTE perfect { n, y }
@ATTRIBUTE obo { n, y }
@ATTRIBUTE 2009 { n, y }
@ATTRIBUTE top { n, y }
@ATTRIBUTE jacks { n, y }
@ATTRIBUTE email { n, y }
@ATTRIBUTE low { n, y }
@ATTRIBUTE 12 { n, y }
@ATTRIBUTE road { n, y }
@ATTRIBUTE everything { n, y }
@ATTRIBUTE included { n, y }
@ATTRIBUTE refrigerator { n, y }
@ATTRIBUTE motor { n, y }
@ATTRIBUTE lots { n, y }
@ATTRIBUTE kit { n, y }
@ATTRIBUTE outside { n, y }
@ATTRIBUTE must { n, y }
@ATTRIBUTE heat { n, y }
@ATTRIBUTE aluminum { n, y }
@ATTRIBUTE slides { n, y }
@ATTRIBUTE propane { n, y }
@ATTRIBUTE truck { n, y }
@ATTRIBUTE willow { n, y }
@ATTRIBUTE shape { n, y }
@ATTRIBUTE excellent { n, y }
@ATTRIBUTE easy { n, y }
@ATTRIBUTE right { n, y }
@ATTRIBUTE info { n, y }
@ATTRIBUTE c { n, y }
@ATTRIBUTE table { n, y }
@ATTRIBUTE time { n, y }
@ATTRIBUTE runs { n, y }
@ATTRIBUTE fun { n, y }
@ATTRIBUTE sleep { n, y }
@ATTRIBUTE want { n, y }
@ATTRIBUTE see { n, y }
@ATTRIBUTE work { n, y }
@ATTRIBUTE now { n, y }
@ATTRIBUTE carts { n, y }
@ATTRIBUTE buy { n, y }
@ATTRIBUTE rob { n, y }
@ATTRIBUTE inside { n, y }
@ATTRIBUTE asking { n, y }
@ATTRIBUTE looking { n, y }
@ATTRIBUTE amp { n, y }
@ATTRIBUTE engine { n, y }
@ATTRIBUTE onan { n, y }
@ATTRIBUTE 2010 { n, y }
@ATTRIBUTE family { n, y }
@ATTRIBUTE seat { n, y }
@ATTRIBUTE 8 { n, y }
@ATTRIBUTE model { n, y }
@ATTRIBUTE 4695540440 { n, y }
@ATTRIBUTE around { n, y }
@ATTRIBUTE custom { n, y }
@ATTRIBUTE us { n, y }
@ATTRIBUTE 8172194479 { n, y }
@ATTRIBUTE financing { n, y }
@ATTRIBUTE battery { n, y }
@ATTRIBUTE credit { n, y }
@ATTRIBUTE features { n, y }
@ATTRIBUTE camping { n, y }
@ATTRIBUTE free { n, y }
@ATTRIBUTE rvs { n, y }
@ATTRIBUTE best { n, y }
@ATTRIBUTE east { n, y }
@ATTRIBUTE black { n, y }
@ATTRIBUTE 30 { n, y }
@ATTRIBUTE bunk { n, y }
@ATTRIBUTE 2011 { n, y }
@ATTRIBUTE ask { n, y }
@ATTRIBUTE cash { n, y }
@ATTRIBUTE questions { n, y }
@ATTRIBUTE stove { n, y }
@ATTRIBUTE year { n, y }
@ATTRIBUTE loaded { n, y }
@ATTRIBUTE built { n, y }
@ATTRIBUTE space { n, y }
@ATTRIBUTE deal { n, y }
@ATTRIBUTE bob { n, y }
@ATTRIBUTE bath { n, y }
@ATTRIBUTE 5 { n, y }
@ATTRIBUTE master { n, y }
@ATTRIBUTE screen { n, y }
@ATTRIBUTE way { n, y }
@ATTRIBUTE lewisville { n, y }
@ATTRIBUTE foot { n, y }
@ATTRIBUTE automatic { n, y }
@ATTRIBUTE exterior { n, y }
@ATTRIBUTE polaris { n, y }
@ATTRIBUTE open { n, y }
@ATTRIBUTE ducted { n, y }
@ATTRIBUTE denton { n, y }
@ATTRIBUTE interested { n, y }
@ATTRIBUTE club { n, y }
@ATTRIBUTE charger { n, y }
@ATTRIBUTE atv { n, y }
@ATTRIBUTE use { n, y }
@ATTRIBUTE hot { n, y }
@ATTRIBUTE offer { n, y }
@ATTRIBUTE lite { n, y }
@ATTRIBUTE central { n, y }
@ATTRIBUTE fort { n, y }
@ATTRIBUTE needs { n, y }
@ATTRIBUTE bathroom { n, y }
@ATTRIBUTE floor { n, y }
@ATTRIBUTE many { n, y }
@ATTRIBUTE lot { n, y }
@ATTRIBUTE sofa { n, y }
@ATTRIBUTE tanks { n, y }
@ATTRIBUTE fleetwood { n, y }
@ATTRIBUTE rent { n, y }
@ATTRIBUTE come { n, y }
@ATTRIBUTE options { n, y }
@ATTRIBUTE volt { n, y }
@ATTRIBUTE light { n, y }
@ATTRIBUTE honda { n, y }
@ATTRIBUTE yamaha { n, y }
@ATTRIBUTE title { n, y }
@ATTRIBUTE selling { n, y }
@ATTRIBUTE 2000 { n, y }
@ATTRIBUTE 2005 { n, y }
@ATTRIBUTE sink { n, y }
@ATTRIBUTE 4x4 { n, y }
@ATTRIBUTE surround { n, y }
@ATTRIBUTE warranty { n, y }
@ATTRIBUTE four { n, y }
@ATTRIBUTE chassis { n, y }
@ATTRIBUTE player { n, y }
@ATTRIBUTE antenna { n, y }
@ATTRIBUTE barker { n, y }
@ATTRIBUTE priced { n, y }
@ATTRIBUTE body { n, y }
@ATTRIBUTE toilet { n, y }
@ATTRIBUTE s46sn0 { n, y }
@ATTRIBUTE last { n, y }
@ATTRIBUTE cargo { n, y }
@ATTRIBUTE lights { n, y }
@ATTRIBUTE interior { n, y }
@ATTRIBUTE furnace { n, y }
@ATTRIBUTE oven { n, y }
@ATTRIBUTE flat { n, y }
@ATTRIBUTE weight { n, y }
@ATTRIBUTE f4f { n, y }
@ATTRIBUTE 4000 { n, y }
@ATTRIBUTE btu { n, y }
@ATTRIBUTE flagstaff { n, y }
@ATTRIBUTE beds { n, y }
@ATTRIBUTE 10 { n, y }
@ATTRIBUTE leveling { n, y }
@ATTRIBUTE 817 { n, y }
@ATTRIBUTE dinette { n, y }
@ATTRIBUTE package { n, y }
@ATTRIBUTE really { n, y }
@ATTRIBUTE set { n, y }
@ATTRIBUTE contact { n, y }
@ATTRIBUTE comes { n, y }
@ATTRIBUTE winnebago { n, y }
@ATTRIBUTE ford { n, y }
@ATTRIBUTE sound { n, y }
@ATTRIBUTE house { n, y }
@ATTRIBUTE check { n, y }
@ATTRIBUTE season { n, y }
@ATTRIBUTE country { n, y }
@ATTRIBUTE take { n, y }
@ATTRIBUTE original { n, y }
@ATTRIBUTE jayco { n, y }
@ATTRIBUTE schedule { n, y }
@ATTRIBUTE forest river { n, y }
@ATTRIBUTE luxury { n, y }
@ATTRIBUTE tons { n, y }
@ATTRIBUTE vehicle { n, y }
@ATTRIBUTE stereo { n, y }
@ATTRIBUTE left { n, y }
@ATTRIBUTE sleeping { n, y }
@ATTRIBUTE 2004 { n, y }
@ATTRIBUTE 35 { n, y }
@ATTRIBUTE bunks { n, y }
@ATTRIBUTE fridge { n, y }
@ATTRIBUTE burleson { n, y }
@ATTRIBUTE makes { n, y }
@ATTRIBUTE prowler { n, y }
@ATTRIBUTE look { n, y }
@ATTRIBUTE stephenville { n, y }
@ATTRIBUTE fuel { n, y }
@ATTRIBUTE couch { n, y }
@ATTRIBUTE class { Class_A, Class_B, CLASS_C, Towable, Part, Other }

@DATA
145,n,y,y,n,n,n,n,n,y,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Part
150000,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Class_A
13900,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Towable
?,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Other
?,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Towable
?,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Towable
19500,y,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Towable
12500,y,y,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Towable
100,n,n,n,y,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Part
1,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,Part
67500,y,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,y,n,n,y,n,n,y,n,n,y,y,n,n,n,y,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,y,n,y,n,n,n,n,n,n,y,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,Class_A
39900,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,y,n,n,n,y,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,y,y,n,n,y,n,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,y,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,y,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,Class_C
119900,y,n,n,y,n,y,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,y,y,n,n,y,n,n,y,n,n,y,y,n,n,n,y,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,y,n,n,n,n,n,n,n,y,y,n,n,y,y,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,y,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Class_A
?,n,n,y,n,y,y,y,n,n,n,y,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,Other
